brand_name_rx_count,gender,generic_rx_count,region,settlement_type,specialty,years_practicing
1236,M,4862,West,non-urban,Pain Medicine,7
1866,F,1629,Northeast,non-urban,Infectious Disease,6
3322,M,1702,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
351,M,1693,South,non-urban,Cardiovascular Disease,7
406,M,3831,Northeast,non-urban,Cardiovascular Disease,8
413,F,2159,Northeast,urban,Family,7
3527,M,4488,South,non-urban,"Endocrinology, Diabetes & Metabolism",8
914,F,4066,Northeast,non-urban,Geriatric Medicine,6
726,M,3483,South,urban,Cardiovascular Disease,8
381,F,1936,South,urban,Medical,7
266,M,1440,South,non-urban,Adolescent Medicine,7
668,M,1033,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
975,F,12183,Midwest,non-urban,Psychiatry,7
71,F,1624,South,urban,Family,7
586,F,5546,West,urban,Family,6
1407,M,14076,Northeast,non-urban,Psychiatry,6
459,F,2243,South,non-urban,Primary Care,6
457,M,2552,West,non-urban,Hematology & Oncology,7
367,F,1633,Northeast,non-urban,Nephrology,6
608,M,5490,Northeast,non-urban,Rheumatology,8
1429,M,1597,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",8
427,M,6822,Midwest,non-urban,Neurology,6
1607,M,6595,South,urban,Geriatric Medicine,8
310,M,3255,Northeast,non-urban,Psychiatry,7
584,F,2713,South,urban,Family,3
3619,M,2941,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
302,M,1884,Midwest,urban,Cardiovascular Disease,8
98,F,1604,South,non-urban,Family,7
629,M,2267,West,non-urban,Nephrology,7
568,M,5422,Midwest,urban,Psychiatry,7
580,F,3509,Midwest,non-urban,Adolescent Medicine,6
1046,M,5158,South,urban,Nephrology,7
2785,M,6853,South,urban,Pulmonary Disease,7
1435,F,6790,South,non-urban,Adult Health,7
1059,M,5011,South,non-urban,Cardiovascular Disease,8
835,M,2882,South,non-urban,Cardiovascular Disease,7
734,M,6352,South,urban,Adult Medicine,7
1716,M,7275,West,non-urban,Geriatric Medicine,7
794,M,5247,Northeast,non-urban,Cardiovascular Disease,7
351,M,3040,West,non-urban,Nephrology,7
938,M,7354,West,urban,Nephrology,7
1221,M,5202,South,non-urban,Nephrology,8
1581,M,5629,South,urban,Neurology,8
1903,M,6578,Midwest,non-urban,Psych/Mental Health,7
174,M,1544,West,non-urban,Family,7
487,M,1873,South,urban,Hematology & Oncology,7
354,M,1827,West,urban,Neurology,7
206,F,1458,West,non-urban,Family,2
2505,M,11769,South,non-urban,Cardiovascular Disease,7
29,F,1384,Midwest,urban,Primary Care,8
210,M,4103,South,non-urban,Psychiatry,7
262,F,1561,Northeast,urban,Family,8
1051,F,6240,South,non-urban,Adult Health,7
1809,M,1325,West,non-urban,"Endocrinology, Diabetes & Metabolism",7
133,F,3008,West,urban,Adult Health,6
1012,M,10429,South,non-urban,Rheumatology,8
676,F,4099,Midwest,non-urban,Psych/Mental Health,6
1030,M,4588,West,non-urban,Cardiovascular Disease,7
986,M,4146,South,urban,Interventional Cardiology,8
740,M,5003,Midwest,urban,Cardiovascular Disease,7
272,F,1352,South,urban,Family,8
1118,M,4210,Midwest,non-urban,Cardiovascular Disease,7
277,M,2161,South,non-urban,Primary Care,7
295,M,2297,Midwest,urban,Addiction Medicine,7
407,M,1437,South,non-urban,Neurology,7
524,F,2705,South,urban,Nephrology,7
2339,M,2416,Midwest,urban,"Endocrinology, Diabetes & Metabolism",7
1424,M,9165,South,urban,Family,7
393,M,2701,West,non-urban,Medical,8
679,M,5212,Midwest,non-urban,Adult Health,6
1746,M,4199,South,urban,Adult Medicine,7
1857,M,7844,South,non-urban,Psychiatry,8
301,M,1945,South,urban,Medical,7
1180,M,6012,West,urban,Adult Medicine,7
280,F,2210,West,urban,Psych/Mental Health,7
754,M,855,South,urban,Adult Health,7
145,F,1598,Midwest,non-urban,Family,6
418,F,2022,Northeast,non-urban,Adult Health,7
238,F,1670,Midwest,non-urban,Medical,3
1093,M,4287,Midwest,non-urban,Neurology,8
346,F,2996,Northeast,non-urban,Geriatric Medicine,6
1942,M,5282,West,non-urban,Rheumatology,7
890,M,4765,West,urban,Psychiatry,7
294,F,4000,West,non-urban,Psychiatry,7
208,M,1634,Northeast,urban,Sports Medicine,7
872,M,4126,West,non-urban,Nephrology,6
1030,F,6672,Midwest,non-urban,Medical,8
182,F,2529,South,non-urban,Family,1
912,M,7221,Midwest,urban,Cardiovascular Disease,7
499,M,2189,South,urban,Interventional Cardiology,8
2307,M,1582,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
210,M,1407,West,non-urban,Pulmonary Disease,6
173,M,2193,South,urban,Hematology & Oncology,7
336,F,2537,Northeast,non-urban,Medical,7
968,M,6599,South,non-urban,Rheumatology,8
1039,F,7128,West,non-urban,Family,8
800,F,3719,Northeast,urban,Family,8
796,M,3262,Midwest,urban,Psychiatry,7
727,M,3459,South,non-urban,Cardiovascular Disease,7
1008,M,3430,South,non-urban,Interventional Cardiology,8
4917,M,4776,South,urban,"Endocrinology, Diabetes & Metabolism",7
1774,M,14397,Northeast,non-urban,Psychiatry,7
559,M,3486,Midwest,non-urban,Cardiovascular Disease,7
336,F,2367,South,urban,Cardiovascular Disease,7
601,F,4333,West,urban,Adult Health,6
1537,M,8870,South,urban,Psychiatry,7
447,M,1578,South,urban,Geriatric Medicine,7
1499,M,5395,South,urban,Nephrology,7
310,F,2626,Midwest,urban,Adult Health,5
221,F,1331,Midwest,non-urban,Family,7
1843,M,6280,South,urban,Cardiovascular Disease,7
2845,M,10507,South,non-urban,Geriatric Medicine,7
685,F,3696,West,non-urban,Geriatric Medicine,7
190,M,935,West,non-urban,Family,5
1192,M,4567,South,non-urban,Neurology,7
503,F,2937,Midwest,urban,Family,8
2649,F,2390,West,non-urban,Pulmonary Disease,7
1286,M,5248,West,non-urban,Neurology,7
724,F,3947,South,non-urban,Cardiovascular Disease,7
3389,F,2480,South,urban,"Endocrinology, Diabetes & Metabolism",6
833,M,3164,West,non-urban,"Endocrinology, Diabetes & Metabolism",7
1406,M,992,South,urban,Infectious Disease,8
1704,M,5051,South,urban,Cardiovascular Disease,7
709,M,3377,Midwest,non-urban,Cardiovascular Disease,7
1326,M,5503,West,urban,Cardiovascular Disease,7
692,F,1684,South,non-urban,Neurology,6
446,M,2686,South,urban,Nephrology,7
177,F,2300,South,urban,Family,8
167,F,1605,Midwest,non-urban,Family,6
2081,M,8055,South,urban,Cardiovascular Disease,8
1759,F,2285,South,urban,Family,8
826,F,4758,Midwest,urban,Psychiatry,8
262,F,1943,South,urban,Family,1
206,F,2258,West,urban,Family,7
6964,M,11897,South,urban,Cardiovascular Disease,7
225,M,1847,Midwest,non-urban,Infectious Disease,8
1806,M,5097,West,urban,Interventional Cardiology,8
1785,F,2754,Midwest,urban,"Endocrinology, Diabetes & Metabolism",8
556,F,2162,Northeast,non-urban,Family,7
667,M,1813,South,urban,"Endocrinology, Diabetes & Metabolism",7
512,M,3520,Northeast,non-urban,Geriatric Medicine,6
273,M,1894,Northeast,non-urban,Neurology,7
558,M,2528,Northeast,non-urban,Psych/Mental Health,7
671,M,4095,Northeast,urban,Geriatric Medicine,7
248,F,2262,South,urban,Family,7
989,M,8742,South,urban,Psychiatry,7
447,M,3547,West,non-urban,Psychiatry,6
206,M,3874,West,non-urban,Adult Medicine,7
1198,M,3271,West,non-urban,Cardiovascular Disease,7
2441,F,12602,Midwest,urban,Geriatric Medicine,6
847,M,3119,South,urban,Cardiovascular Disease,8
1229,M,3814,Midwest,non-urban,Addiction Medicine,7
1177,M,9292,South,non-urban,Psychiatry,6
673,M,15944,South,urban,Psychiatry,7
174,M,1516,South,non-urban,Hematology & Oncology,8
284,M,2430,Midwest,urban,Hematology & Oncology,7
418,M,1824,Midwest,non-urban,Geriatric Medicine,7
325,F,2176,South,urban,Family,3
281,F,2250,West,non-urban,Family,5
447,M,3210,South,non-urban,Psychiatry,7
658,M,3869,South,non-urban,Adult Medicine,7
985,M,3403,South,non-urban,Cardiovascular Disease,8
538,F,3420,South,non-urban,Family,4
981,F,4404,Midwest,non-urban,Neurology,7
1976,M,10422,South,urban,Cardiovascular Disease,6
242,F,3093,West,urban,Primary Care,2
298,M,2731,Northeast,non-urban,Psychiatry,7
329,M,2381,South,non-urban,Neurology,7
240,F,1658,Northeast,non-urban,Acute Care,6
604,F,2828,Northeast,non-urban,Cardiovascular Disease,7
589,M,3255,West,urban,Cardiovascular Disease,7
224,F,1699,Midwest,urban,Primary Care,7
287,M,2241,South,non-urban,Neurology,8
338,F,1971,South,urban,Family,7
205,F,1532,Midwest,urban,Family,2
568,M,2478,West,non-urban,Psychiatry,7
902,F,5213,South,urban,Family,8
1005,M,7058,South,urban,Medical,5
1120,M,2359,South,urban,"Endocrinology, Diabetes & Metabolism",6
763,M,4559,Midwest,non-urban,Cardiovascular Disease,8
3081,F,2444,Northeast,non-urban,Adult Health,7
355,M,1965,Midwest,non-urban,Medical,7
2155,M,2661,West,urban,"Endocrinology, Diabetes & Metabolism",8
897,F,7882,South,urban,Family,6
409,F,2469,West,non-urban,Adult Health,7
4146,M,13106,Midwest,non-urban,Geriatric Medicine,7
848,M,7566,West,non-urban,Cardiovascular Disease,8
812,M,1850,South,non-urban,Nephrology,7
1796,M,9161,West,non-urban,Cardiovascular Disease,7
800,M,4194,South,non-urban,Interventional Cardiology,7
616,M,3700,South,non-urban,Cardiovascular Disease,7
203,F,1517,Northeast,non-urban,Geriatric Medicine,6
457,M,4860,South,non-urban,Psychiatry,7
216,M,3325,South,urban,Psychiatry,7
6794,M,29006,West,urban,Geriatric Medicine,7
1287,F,1452,Northeast,non-urban,Infectious Disease,7
525,M,3247,West,non-urban,Gastroenterology,7
653,M,2282,South,urban,Neurology,7
395,M,2912,South,urban,Nephrology,7
1769,M,1685,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
492,M,2448,West,non-urban,Rheumatology,7
3908,M,18314,West,non-urban,Cardiovascular Disease,7
489,M,2671,Northeast,non-urban,Nephrology,7
10036,M,3961,South,urban,Pulmonary Disease,8
434,M,3015,Midwest,urban,Psych/Mental Health,7
190,M,1847,West,urban,Medical,7
954,M,8641,South,urban,Psychiatry,7
1224,M,2943,Northeast,non-urban,Gastroenterology,8
164,F,1159,Northeast,non-urban,Hematology & Oncology,7
876,M,4210,South,non-urban,Pain Medicine,7
460,M,2266,South,non-urban,Cardiovascular Disease,7
466,F,3511,Northeast,urban,Family,7
1474,F,1833,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
551,M,2656,Northeast,non-urban,Psychiatry,7
418,F,3841,West,urban,Psych/Mental Health,6
526,M,2531,West,non-urban,Cardiovascular Disease,7
417,M,3163,West,non-urban,Cardiovascular Disease,7
811,M,6741,West,non-urban,Medical,6
234,F,1553,South,non-urban,Family,3
477,M,2234,South,non-urban,Cardiovascular Disease,7
403,F,3274,Northeast,non-urban,Medical,7
1598,F,3016,West,non-urban,Medical,1
238,F,835,South,urban,Adult Health,7
408,F,2155,Northeast,urban,Primary Care,3
583,M,3137,South,non-urban,Cardiovascular Disease,8
120,F,1144,West,non-urban,Medical,7
263,F,1578,South,urban,Family,7
743,M,3242,Northeast,non-urban,Cardiovascular Disease,7
514,M,1691,Midwest,urban,Nephrology,7
704,M,5214,South,urban,Rheumatology,7
698,M,4728,Northeast,non-urban,Neurology,8
1134,M,4773,South,non-urban,Psychiatry,8
785,F,6001,South,urban,Family,7
167,M,1914,South,non-urban,Nephrology,7
432,M,2207,South,urban,Cardiovascular Disease,7
570,M,2940,South,non-urban,Acute Care,5
1250,F,5226,South,urban,Family,5
299,F,1842,Northeast,non-urban,Family,5
616,M,3022,South,non-urban,Cardiovascular Disease,8
320,M,3462,West,non-urban,Medical,6
729,F,4066,South,non-urban,Family,8
753,M,3607,West,urban,Psychiatry,6
432,F,2554,Northeast,urban,Family,5
1180,M,2047,Northeast,non-urban,Neurology,8
979,M,3430,Northeast,non-urban,Cardiovascular Disease,8
550,M,3218,South,urban,Hematology & Oncology,7
1611,M,2281,West,non-urban,Interventional Cardiology,7
587,M,4758,South,non-urban,Nephrology,7
289,F,1383,South,non-urban,Family,5
2162,M,4495,South,non-urban,Cardiovascular Disease,7
422,F,3188,South,non-urban,Family,6
3138,F,8936,West,non-urban,Medical,7
445,M,4206,South,non-urban,Psychiatry,6
330,M,2373,South,urban,Psychiatry,7
1178,M,6185,Northeast,urban,Cardiovascular Disease,8
654,M,3582,Northeast,non-urban,Clinical Cardiac Electrophysiology,8
1561,M,1996,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
9190,M,43451,Midwest,urban,Geriatric Medicine,7
498,M,4498,South,non-urban,Neurology,8
719,M,1378,Northeast,non-urban,Neurology,7
214,M,1829,South,urban,Medical,2
1594,M,3299,South,non-urban,Rheumatology,8
382,M,1393,Northeast,non-urban,Hematology & Oncology,6
915,F,6878,West,non-urban,Family,2
146,F,1002,West,non-urban,Family,5
462,M,2363,Midwest,non-urban,Neurology,8
1204,M,1301,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
398,M,2774,Midwest,non-urban,Psychiatry,6
538,M,1686,Northeast,non-urban,Neurology,7
3534,M,15658,South,non-urban,Cardiovascular Disease,8
2268,M,4676,Northeast,non-urban,Cardiovascular Disease,8
217,F,1160,South,urban,Family,8
564,M,4145,South,urban,Geriatric Medicine,5
366,F,1708,South,non-urban,Medical,7
285,F,1919,Northeast,non-urban,Medical,4
1546,M,4776,Northeast,urban,Nephrology,7
2049,M,6960,South,urban,Interventional Cardiology,8
644,M,3872,South,non-urban,Geriatric Medicine,8
983,M,1211,West,urban,Pulmonary Disease,7
528,F,3438,West,non-urban,Adult Medicine,7
164,M,2220,West,non-urban,Rheumatology,7
6865,M,34710,Midwest,urban,Geriatric Medicine,7
1677,M,8788,South,non-urban,Rheumatology,7
290,M,1837,South,non-urban,Geriatric Medicine,7
1655,M,1761,South,non-urban,Pulmonary Disease,7
655,M,1750,Northeast,urban,Cardiovascular Disease,7
918,F,7670,Northeast,urban,Psychiatry,5
319,M,2576,Midwest,urban,Neurology,7
338,F,1735,South,non-urban,Family,7
809,F,1552,West,urban,"Endocrinology, Diabetes & Metabolism",7
451,F,2470,Midwest,urban,Psychiatry,7
1013,M,5232,Northeast,non-urban,Cardiovascular Disease,7
3137,M,3921,West,non-urban,Infectious Disease,4
620,M,5789,West,non-urban,Gastroenterology,7
331,M,5400,South,non-urban,Rheumatology,7
594,M,3513,South,non-urban,Cardiovascular Disease,7
465,F,4237,Midwest,urban,Psychiatry,7
133,M,1299,Northeast,urban,Family,6
1292,M,8282,South,urban,Adolescent Medicine,7
387,M,2423,West,non-urban,Addiction Medicine,7
190,M,1463,West,non-urban,Geriatric Medicine,6
280,F,2278,West,urban,Psychiatry,6
1761,M,5044,South,urban,Cardiovascular Disease,8
1115,M,7463,Midwest,non-urban,Rheumatology,8
387,F,3327,Midwest,urban,Family,6
206,F,1292,South,urban,Pain Medicine,7
261,M,5417,West,non-urban,Psychiatry,6
2018,M,11083,South,urban,Cardiovascular Disease,8
220,F,1164,South,non-urban,Family,7
1294,M,13376,Midwest,urban,Psychiatry,7
1914,M,8212,South,urban,Cardiovascular Disease,7
554,M,3627,Midwest,urban,Psychiatry,7
229,F,1165,Northeast,urban,Family,7
259,M,2981,Midwest,non-urban,Psychiatry,7
610,M,1965,Northeast,non-urban,Cardiovascular Disease,5
341,M,3582,West,non-urban,Family,7
841,M,6255,South,urban,Psychiatry,7
1489,F,1510,Northeast,non-urban,Primary Care,6
370,M,2044,South,non-urban,Neurology,8
901,F,3930,Northeast,non-urban,Neurology,7
677,F,3053,Northeast,non-urban,Family,6
875,M,4434,South,non-urban,Cardiovascular Disease,7
228,M,1821,West,non-urban,Medical,7
1556,M,1779,South,non-urban,Pulmonary Disease,7
560,M,1829,West,non-urban,Neurology,8
1534,F,3009,Northeast,non-urban,Medical,6
388,F,2905,South,non-urban,Family,2
361,F,2706,West,non-urban,Family,8
853,M,6796,Midwest,urban,Psychiatry,7
589,M,2520,West,non-urban,Cardiovascular Disease,7
262,F,3149,West,non-urban,Family,3
699,F,2280,South,urban,Family,7
549,M,5190,West,urban,Medical,7
454,M,1690,South,urban,Gastroenterology,8
699,M,2535,South,urban,Nephrology,8
1913,M,6321,Midwest,non-urban,Medical,5
388,F,1142,Midwest,non-urban,Neurology,6
248,F,2249,West,non-urban,Pulmonary Disease,7
2259,M,8172,South,non-urban,Adult Medicine,8
326,F,2451,South,non-urban,Psychiatry,7
1830,M,2102,Northeast,non-urban,Pulmonary Disease,7
81,M,1645,South,urban,Infectious Disease,6
1022,F,875,Northeast,non-urban,Adult Health,7
597,M,1059,South,non-urban,"Endocrinology, Diabetes & Metabolism",7
290,F,2157,South,urban,Family,2
610,M,3032,West,non-urban,Cardiovascular Disease,8
331,F,2451,Midwest,non-urban,Medical,7
360,M,3112,South,non-urban,Family,7
470,M,2450,South,urban,Cardiovascular Disease,8
604,F,2499,Northeast,urban,Family,8
545,F,4090,Midwest,urban,Medical,7
409,M,2142,West,non-urban,Nephrology,8
1587,M,5071,Midwest,non-urban,"Endocrinology, Diabetes & Metabolism",7
678,F,1474,Northeast,non-urban,Medical,4
2680,M,3761,West,urban,Hematology & Oncology,7
907,M,3849,Midwest,urban,Adolescent Medicine,7
790,F,5857,South,non-urban,Cardiovascular Disease,7
171,F,1366,South,non-urban,Family,6
238,M,3111,South,urban,Psychiatry,8
166,F,1294,West,urban,Family,7
770,M,4691,Midwest,non-urban,Geriatric Medicine,7
2156,M,14132,Midwest,urban,Psychiatry,7
292,M,3159,West,urban,Medical,2
887,M,7237,Northeast,urban,Cardiovascular Disease,8
345,M,2544,Northeast,non-urban,Pulmonary Disease,7
485,M,1587,Northeast,non-urban,Nephrology,7
717,F,4539,Midwest,non-urban,Rheumatology,7
489,F,2203,Midwest,urban,Family,1
1454,M,12199,South,non-urban,Pain Medicine,7
1212,M,28167,South,urban,Psychiatry,7
2140,M,7247,Midwest,urban,Psychiatry,7
670,M,4612,South,urban,Cardiovascular Disease,8
580,M,3899,Midwest,non-urban,Cardiovascular Disease,7
269,M,1848,West,urban,Nephrology,7
2198,M,6411,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
514,M,6112,Northeast,urban,Psychiatry,6
2180,M,9720,Midwest,non-urban,Cardiovascular Disease,7
767,M,2271,Northeast,non-urban,Cardiovascular Disease,7
889,M,9226,South,non-urban,Cardiovascular Disease,7
285,F,1491,Northeast,non-urban,Nephrology,7
1885,M,2245,Northeast,non-urban,"Endocrinology, Diabetes & Metabolism",7
368,F,1989,South,non-urban,Neurology,7
534,M,1976,West,non-urban,Geriatric Medicine,7
490,M,1478,South,urban,Cardiovascular Disease,7
807,M,4132,South,urban,Nephrology,8
549,M,2190,South,non-urban,Geriatric Medicine,7
893,M,3606,South,urban,Cardiovascular Disease,7
1753,M,7813,Northeast,non-urban,Psychiatry,7
509,F,3220,Midwest,urban,Family,3
628,M,2116,South,non-urban,Cardiovascular Disease,8
1189,M,3850,West,non-urban,Cardiovascular Disease,7
224,M,2235,Midwest,urban,Gastroenterology,7
260,F,1678,Northeast,non-urban,Medical,1
676,M,3341,Midwest,non-urban,Adult Medicine,8
579,M,4059,Midwest,non-urban,Cardiovascular Disease,7
521,M,6575,Midwest,non-urban,Medical,6
366,M,1388,South,urban,Infectious Disease,7
486,M,3726,Midwest,urban,Medical,8
1315,M,5548,West,urban,Interventional Cardiology,7
652,M,1951,Northeast,non-urban,Cardiovascular Disease,7
257,M,1188,West,urban,Nephrology,8
604,M,2079,Midwest,urban,Psychiatry,7
361,F,2770,Midwest,urban,Family,8
925,F,4051,Midwest,urban,Family,7
3437,F,14299,South,non-urban,Critical Care Medicine,7
601,M,3081,South,urban,Gastroenterology,7
130,F,1747,South,non-urban,Adult Health,1
365,F,2081,Midwest,urban,Family,6
561,M,2333,Midwest,urban,Interventional Cardiology,7
652,M,2054,South,non-urban,Pulmonary Disease,8
2444,M,3076,South,urban,"Endocrinology, Diabetes & Metabolism",7
886,F,6340,West,non-urban,Family,7
1293,M,5725,Northeast,non-urban,Infectious Disease,7
489,F,2381,Midwest,non-urban,Adult Health,3
220,F,1680,West,non-urban,Family,3
520,F,4022,Midwest,urban,Gerontology,5
2723,M,14484,South,non-urban,Geriatric Medicine,8
340,M,1777,South,urban,Nephrology,7
1175,M,8518,West,non-urban,Geriatric Medicine,7
483,F,3118,South,non-urban,Adult Health,6
1268,M,3449,Northeast,non-urban,Cardiovascular Disease,7
219,F,1634,Northeast,non-urban,Geriatric Medicine,6
984,M,910,Northeast,non-urban,Family,6
16505,M,75858,South,urban,Geriatric Medicine,8
243,M,1844,West,urban,Psychiatry,6
579,F,1324,Midwest,non-urban,"Endocrinology, Diabetes & Metabolism",7
947,M,3779,Midwest,non-urban,Neurology,8
973,M,6840,South,non-urban,Adolescent Medicine,8
1820,M,3027,Northeast,urban,Pulmonary Disease,8
247,F,4801,West,non-urban,Psychiatry,6
750,M,2248,South,non-urban,Cardiovascular Disease,8
623,M,3521,Midwest,non-urban,Cardiovascular Disease,8
488,M,6297,Midwest,non-urban,Neurology,7
1766,F,9125,Midwest,urban,Medical,8
74,F,1181,South,urban,Adult Health,7
887,M,6818,Midwest,urban,Psychiatry,8
929,M,4977,West,urban,Family,3
1377,M,9594,South,non-urban,Nephrology,7
1077,M,2781,Northeast,non-urban,Cardiovascular Disease,7
159,F,1168,West,non-urban,Medical,7
268,M,1445,South,urban,Nephrology,8
836,F,3877,West,urban,Psychiatry,7
367,F,2525,South,urban,Family,8
